sede_id,sede,dane_ie_principal,institucion_principal,municipio_id,municipio,subregion,operador,link_linea_base,link_noviembre
20512000104401,E R SANTA INES DEL MONTE,205120001044,CENTRO EDUCATIVO RURAL SANTA INES DEL MONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000104404,E. R. LA LANCHA ,205120001044,CENTRO EDUCATIVO RURAL SANTA INES DEL MONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1JgQg3bJ3-k9xwP5QkJ-2c14Um5WWDiRM/view?usp=sharing,
20512000104402,ESCUELA GETSEMANY,205120001044,CENTRO EDUCATIVO RURAL SANTA INES DEL MONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000104403,ESCUELA PATIO BONITO ,205120001044,CENTRO EDUCATIVO RURAL SANTA INES DEL MONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000036601,COLEGIO AURELIO MEJIA,205120000366,I. E. AURELIO MEJIA,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000036602,E R ASTURIAS,205120000366,I. E. AURELIO MEJIA,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000036604,E R LOS COMUNEROS,205120000366,I. E. AURELIO MEJIA,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1AK_j80MVG6Hwcr2EDVluJaco5w6E7j6z/view?usp=sharing,
20512000036605,E R SAN JUDAS,205120000366,I. E. AURELIO MEJIA,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000036606,E R SAN LORENZO,205120000366,I. E. AURELIO MEJIA,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000143503,E R LA CEIBA ,205120001435,I. E. GASPAR DE RODAS,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000143502,E U JARDIN ,205120001435,I. E. GASPAR DE RODAS,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1z8A0wBzJtQdpoHvVIm9K_wU7ep_GmtQ0/view?usp=sharing,
20512000143501,LICEO GASPAR DE RODAS,205120001435,I. E. GASPAR DE RODAS,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000008101,COLEGIO GUARUMO,205120000081,I. E. GUARUMO,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000008105,COLEGIO PUENTE RIO MAN,205120000081,I. E. GUARUMO,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1GOQ39SxAEXW0EnHfxugUpO8UrX8IVJgB/view?usp=sharing,
20512000031504,E. R. NICARAGUA ,205120000315,I. E. MANIZALES,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000031503,E. R. SANTA LUCIA ,205120000315,I. E. MANIZALES,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000031501,E. U. MANIZALES,205120000315,I. E. MANIZALES,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000039105,C.E.R LA GRANJA,205120000391,I. E. PIAMONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1ehRKfXwBnVOhP7gB_MV454BL4MdaNE7j/view?usp=sharing,
20512000039103,C.E.R. SAN MATIAS,205120000391,I. E. PIAMONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1CtWOYSPXR8OA0nMt7duxQ4ki4LIDBBj6/view?usp=sharing,
20512000039101,COLEGIO PIAMONTE,205120000391,I. E. PIAMONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1L-7QKqdM2CzYlokifEiforJvpQ50W9eo/view?usp=sharing,
20512000039102,E. R. AGUA LINDA ,205120000391,I. E. PIAMONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000039106,EL CACUCHO,205120000391,I. E. PIAMONTE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035808,C.E R BEJUQUILLO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035811,C.E.R ANARA,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035807,C.E.R PELADERO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035814,C.E.R. EL DIAMANTE,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035813,C.E.R. SAN PABLO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035803,E R ALTO TAMANA,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035802,E R EL CALVARIO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035804,E R ESPIRITU SANTO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035805,E R I MURIBA,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035810,E R I SAN JUAN DE LOS CUATRO MORROS,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035809,E R LA ALCANCIA,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035806,ESCUELA LA FLORESTA,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035812,ESCUELA SAN FRANCISCO,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20512000035801,I. E. R. EL TIGRE,205120000358,I.E.R. EL TIGRE,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
10512000034504,BUENOS AIRES,105120000345,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
10512000034501,LICEO CACERES,105120000345,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
10512000034502,ROMUALDO GALLEGO TORO,105120000345,INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO,5120,CACERES,Bajo Cauca,CORPOEDUCACIÓN,,
20515400012805,BARRIO CHINO,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400012801,C. E. R. RIVERAS DEL CAUCA,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1DM_Pu0IZ3tDRJulNinMIU-zCQn9gkI19/view?usp=sharing,
20515400012804,LA ESMERALDA,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400012803,LA ILUSION,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1kpqH3yzuihMSuJoJKa9f2W2BIW5iYaRt/view?usp=sharing,
20515400012807,LOS MEDIOS,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400012808,RIO VIEJO,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1M7a8BnfZny2BlmImJchVrmrDfj2gr-QO/view?usp=sharing,
20515400012806,SANTIAGO CASTILLO,205154000128,CENTRO EDUCATIVO RURAL RIVERAS DEL CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1FXlcFLvoR4yjnWU58TELVqO20iinO87A/view?usp=sharing,
20515400101904,C. E. R. 20 DE JULIO,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101902,E R I LAS BATATAS,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20589500047805,E R I LUIS LOPEZ DE MESA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101907,E R I SANTA TERESITA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101906,E R JOSE ANTONIO PAEZ,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101908,E R LA GARRAPATA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101909,E R QUEBRADONA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101901,E R VILLA FATIMA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400101903,ER LA JAGUA,205154001019,E R VILLA FATIMA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400227401,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,105154002274,I. E. ESCUELA NORMAL SUPERIOR DEL BAJO CAUCA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1JvS1ilLiNeotEfmN-qwKEGGeUuYeRF0t/view?usp=sharing,
10515400075102,E U I SAN RAFAEL,105154000751,I. E. LA MISERICORDIA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400075102,E U I SAN RAFAEL,105154000751,I. E. LA MISERICORDIA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400075101,E U LA MISERICORDIA,105154000751,I. E. LA MISERICORDIA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400201501,LICEO CONCEJO MUNICIPAL,205154002015,I. E. LICEO CONCEJO MUNICIPAL,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/19WgMzpaCmNn0dsDgQ2IvqxKtXJU0Dlo-/view?usp=sharing,
10515400040901,E U MARCO FIDEL SUAREZ,105154000409,I. E. MARCO FIDEL SUAREZ,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/12PCHPHYzGZluE8c14VkG75e87SHhFhPf/view?usp=sharing,
20515400099309,C. E. R. CRISTO SALVADOR,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099311,CORRALES NEGROS,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099307,E R EL BRASIL,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099302,E R EL CORCOVADO,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099305,E R I LAS MERCEDES,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099306,E R I SANTO DOMINGO,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099313,E R LAS PARCELAS,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099314,E R SANTO TOMAS DE AQUINO,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099310,E.R. SANTA INÉS,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099312,EL TORO,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400099301,I. E. R. KILOMETRO 18,205154000993,I. E. R. KILOMETRO 18,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129901,C. E. R. NO HAY COMO DIOS,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1DvCQAkt129KpurIhYJTvlc6h0L23xYiR/view?usp=sharing,
20515400129911,C. E. R. SANTA ELENA,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129903,E R EL PARAISO,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129904,E R I BLAS DE LEZO,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129905,E R I CRISTO VIVE,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129909,E R LA GLORIA (D),205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129908,E R LA REVERSA,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400129910,E R SAN AGATON,205154001299,I. E. R. NO HAY COMO DIOS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400043803,E R ANTIOQUIA LA GRANDE,205154000438,I. E. R. SANTA ROSITA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400043802,E R LA VIRGEN,205154000438,I. E. R. SANTA ROSITA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1gDVb0lS_ponoV85sp_TdXlyaRmYKFQ1E/view?usp=sharing,
20515400043801,I. E. R. SANTA ROSITA,205154000438,I. E. R. SANTA ROSITA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/194k6_rQjjvFFeg27eHtnuLAdnjtEKJze/view?usp=sharing,
20515400159101,I.E.R LAS MALVINAS,205154001591,I.E.R. LAS MALVINAS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400159101,I.E.R LAS MALVINAS,205154001591,I.E.R. LAS MALVINAS,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1rfz5-5swscV413SelsLgKu67Uq5meKyk/view?usp=sharing,
10515400188001,COLEGIO DIVINO NIÑO,105154001880,INSTITUCION EDUCATIVA DIVINO NIÑO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400188003,E U CARACOLI,105154001880,INSTITUCION EDUCATIVA DIVINO NIÑO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1XVUGmly6Rcpl4Ez5ZYWZpVfZzqm5NAz9/view?usp=sharing,
10515400188004,SAN JOSE,105154001880,INSTITUCION EDUCATIVA DIVINO NIÑO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1gBhHakpTiubGe3sJoGdJtwNgNpeleVWq/view?usp=sharing,
10515400030101,LICEO CAUCASIA 1A. AGRUPACION,105154000301,INSTITUCION EDUCATIVA LICEO CAUCASIA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1RnSH8_t9BNcd252iENiNzjLzLJe4ZWgb/view?usp=sharing,
20515400089608,C E R LA UNION ,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400089606,E R I LA TRINIDAD,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400089607,E R I VILLA DEL SOCORRO,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1QfzhpiyDnd7UHLKLNgCdfTtoQejwKL3m/view?usp=sharing,
20515400089603,E R RISARALDA,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1l2k5yNqX4cEKmiTii4XpUlh_PSKyaiTq/view?usp=sharing,
20515400089605,E R SANTA ISABEL,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400089601,INSTITUCION EDUCATIVA RURAL MARGENTO,205154000896,INSTITUCION EDUCATIVA RURAL MARGENTO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1-mqQ5jhGh2lY3DTszhy89_MEMgscq5g8/view?usp=sharing,
10515400029802,E U CAUCASIA ,105154000298,INSTITUCION EDUCATIVA SANTA TERESITA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1587g1ILPcS7s7D_r1-_boAEIATzvCfWf/view?usp=sharing,
10515400029801,I. E. SANTA TERESITA,105154000298,INSTITUCION EDUCATIVA SANTA TERESITA,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400028002,EL CAMELLO,105154000280,INSTITUCION EDUCATIVA SANTO DOMINGO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
10515400028002,EL CAMELLO,105154000280,INSTITUCION EDUCATIVA SANTO DOMINGO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1mVOaA6vial5zhnugydkpsbbg_22qSUB5/view?usp=sharing,
10515400028001,I. E. SANTO DOMINGO,105154000280,INSTITUCION EDUCATIVA SANTO DOMINGO,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1dKMYUixMU0VXUVyTjJfpcPH7CiFvQan6/view?usp=sharing,
20515400022503,E R APARTADA,205154000225,INSTITUCIÓN EDUCATIVA RURAL CACERI,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1takukYq2TuyM7ka-ib5LGcV0WKUhe0ek/view?usp=sharing,
20515400022502,E R I ALTO CACERI,205154000225,INSTITUCIÓN EDUCATIVA RURAL CACERI,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400022501,I. E. R. CACERI,205154000225,INSTITUCIÓN EDUCATIVA RURAL CACERI,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400097704,E R I LA DESCONOCIDA,205154000977,INSTITUCIÓN EDUCATIVA RURAL CUTURU,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400097703,E R LOS LAURELES,205154000977,INSTITUCIÓN EDUCATIVA RURAL CUTURU,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,,
20515400097701,I. E. R CUTURU,205154000977,INSTITUCIÓN EDUCATIVA RURAL CUTURU,5154,CAUCASIA,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/19GmZzG_WA2xE3FtqhmKRf8Ore-G_vTvH/view?usp=sharing,
20525000059709,C. E. R. BORRACHERA,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000059701,C. E. R. EL REAL,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1jjEYqa8HTrCSNtJZVXYF60_aAYQ-6iZz/view?usp=sharing,
20525000059707,C. E. R. LAS DANTAS,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1L_XElbzWiXAhqxCsFnk1-Kc6hSAlOOvt/view?usp=sharing,
20525000059702,C. E. R. LOS AGUACATES,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000059704,C. E. R. LUIS CANO,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000059708,C. E. R. QUEBRADA BAMBA,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1znkBSJgL3leppho4oWn3j1Tymi8FjA7U/view?usp=sharing,
20525000059705,C. E. R. SANTA ISABEL,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000059703,C. E. R. VILLA ABAJO,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000059706,LA YE,205250000597,C. E. R. EL REAL,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000097501,COLEGIO VEINTE DE JULIO,105250000975,I. E. 20 DE JULIO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000097502,E U I EL PORVENIR,105250000975,I. E. 20 DE JULIO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000097503,E U I EL PROGRESO,105250000975,I. E. 20 DE JULIO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000097504,E.U. LOS COMODATOS,105250000975,I. E. 20 DE JULIO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000097505,LA PAZ,105250000975,I. E. 20 DE JULIO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000018501,I. E. BIJAO,105250000185,I. E. BIJAO,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000016903,E U I PORTUGAL,105250000169,I. E. EL BAGRE,5250,EL BAGRE,Bajo Cauca,SIN FRONTERAS,,
10525000016903,E U I PORTUGAL,105250000169,I. E. EL BAGRE,5250,EL BAGRE,Bajo Cauca,SIN FRONTERAS,,
10525000016901,LICEO EL BAGRE,105250000169,I. E. EL BAGRE,5250,EL BAGRE,Bajo Cauca,SIN FRONTERAS,,
10525000093203,C.E.R CORONCORO,105250000932,I. E. LA ESMERALDA,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/12Od5mp_7S2i5L-3Q_JBYmoEus8nDThGj/view?usp=sharing,
10525000093204,C.E.R PINDORA,105250000932,I. E. LA ESMERALDA,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1FjXpkVy_nQsggeMtDBCN2jP_MtLwixel/view?usp=sharing,
10525000093201,COLEGIO LA ESMERALDA,105250000932,I. E. LA ESMERALDA,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000093202,E U I NUEVA GRANADA,105250000932,I. E. LA ESMERALDA,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000033901,COLEGIO LAS DELICIAS,105250000339,I. E. LAS DELICIAS,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
10525000033902,E U I LA VEGA,105250000339,I. E. LAS DELICIAS,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000002304,E U PUERTO CLAVER,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1lP4TtrvjVDeE_ZbezWk8MtUiNMnci2OK/view?usp=sharing,
20525000002308,EL CASTILLO,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1OFqrZ-Kwdqqq5hASFTPQ6wq26cPnsKKQ/view?usp=sharing,
20525000002302,LA RICA,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000002301,LICEO PUERTO CLAVER,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000002303,SANTA MARGARITA,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1e_D15EVqzMZuXJPmVW93-9Nxzn4vTMAZ/view?usp=sharing,
20525000002310,SANTA TERESA,205250000023,I. E. R. PUERTO CLAVER,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000173901,COLEGIO PUERTO LOPEZ,205250001739,I. E. R. PUERTO LOPEZ,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/14tjnrhkzaU0Dvvv53kFofUZAkS-2ZfRe/view?usp=sharing,
20525000173905,E R I BOCAS DE LAS NEGRAS,205250001739,I. E. R. PUERTO LOPEZ,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000173902,E R LAS NEGRITAS,205250001739,I. E. R. PUERTO LOPEZ,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000173907,LA CAPILLA,205250001739,I. E. R. PUERTO LOPEZ,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20525000173908,VILLA GRANDE,205250001739,I. E. R. PUERTO LOPEZ,5250,EL BAGRE,Bajo Cauca,CORPOEDUCACIÓN,,
20549500005305,C. E. R. POPALES,205495000053,I. E. COLORADO,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,,
20549500005301,COLEGIO COLORADO,205495000053,I. E. COLORADO,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1Kp6Q0zd7Yyu6XypkJYq_2JALWwPyhdya/view?usp=sharing,
20549500005304,E R CAÑO PESCADO,205495000053,I. E. COLORADO,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,,
20549500005303,E R I LONDRES,205495000053,I. E. COLORADO,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,https://drive.google.com/file/d/1LrPBoz-qm8lN3V92avUvp6b96LanC5if/view?usp=sharing,
20549500005302,E R LA INMACULADA,205495000053,I. E. COLORADO,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,,
10549500002401,COLEGIO DE NECHI,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002402,E U DIVINO NIÑO,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002403,E U NECHI,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002404,E U SAN NICOLAS,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002405,E U SANTA LUCIA,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002406,ESCUELA URBANA ASOMADEN,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
10549500002406,ESCUELA URBANA ASOMADEN,105495000024,I. E. NECHI,5495,NECHI,Bajo Cauca,SIN FRONTERAS,,
20549500009632,ALTO SAN PEDRO POZO DEL TIGRE,205495000096,I.E.R TRINIDAD ARRIBA,5495,NECHI,Bajo Cauca,CORPOEDUCACIÓN,,
